p_partkey,p_brand,p_retailprice,p_partkey_bucket,p_partkey_bucket-p_brand,tpch-2g-parts_rate
,Brand#45,1736.373177950636,,nan-Brand#45,
,Brand#45,1515.51309936279,,nan-Brand#45,
,Brand#45,1296.262641255206,,nan-Brand#45,
,Brand#45,1522.002437204926,,nan-Brand#45,
,Brand#45,1944.6865610524264,,nan-Brand#45,
,Brand#45,1712.731374256112,,nan-Brand#45,
,Brand#45,1304.1629203941284,,nan-Brand#45,
,Brand#45,1715.4037452133648,,nan-Brand#45,
,Brand#45,1719.5566321107701,,nan-Brand#45,
,Brand#45,1521.175034079109,,nan-Brand#45,
,Brand#45,1319.743872917358,,nan-Brand#45,
,Brand#45,1956.8628107156653,,nan-Brand#45,
,Brand#45,1275.8556959595028,,nan-Brand#45,
,Brand#45,1278.4392671102999,,nan-Brand#45,
,Brand#45,1741.6339073313895,,nan-Brand#45,
,Brand#45,1521.2047108072368,,nan-Brand#45,
,Brand#45,1766.968011550298,,nan-Brand#45,
295475.0,Brand#45,1741.6797884292766,5.0,5.0-Brand#45,
,Brand#45,1726.6334459026664,,nan-Brand#45,
,Brand#45,1286.055333377559,,nan-Brand#45,
,Brand#45,1525.822709563581,,nan-Brand#45,
,Brand#45,1295.4552359160302,,nan-Brand#45,
,Brand#45,1932.7936750172564,,nan-Brand#45,
,Brand#45,1738.9422626404707,,nan-Brand#45,
,Brand#45,1722.0928970285659,,nan-Brand#45,
,Brand#45,1727.7817960429888,,nan-Brand#45,
,Brand#45,1711.8760236014798,,nan-Brand#45,
,Brand#45,1938.8116471029984,,nan-Brand#45,
,Brand#45,1517.511499223028,,nan-Brand#45,
,Brand#45,1725.6820665778332,,nan-Brand#45,
,Brand#45,1117.8255971700758,,nan-Brand#45,
,Brand#45,1116.0527201278853,,nan-Brand#45,
,Brand#45,1509.4614732918758,,nan-Brand#45,
,Brand#45,1929.9798185539578,,nan-Brand#45,
,Brand#45,1744.31669629042,,nan-Brand#45,
,Brand#45,1319.4771034909975,,nan-Brand#45,
,Brand#45,1296.0963980659326,,nan-Brand#45,
,Brand#45,1739.0100642929106,,nan-Brand#45,
,Brand#45,1516.9632359970094,,nan-Brand#45,
,Brand#45,1745.3413186723672,,nan-Brand#45,
,Brand#45,1713.9132715959074,,nan-Brand#45,
,Brand#45,1731.6882963734608,,nan-Brand#45,
,Brand#45,1290.3880995990614,,nan-Brand#45,
,Brand#45,1931.7609710314084,,nan-Brand#45,
,Brand#45,1953.7367310488992,,nan-Brand#45,
,Brand#45,1519.0754037320878,,nan-Brand#45,
,Brand#45,1114.1678774121963,,nan-Brand#45,
,Brand#45,1532.7331721810294,,nan-Brand#45,
,Brand#45,1281.5394642193644,,nan-Brand#45,
,Brand#45,1789.0173292769907,,nan-Brand#45,
,Brand#45,1945.3598943333423,,nan-Brand#45,
,Brand#45,1529.016877557263,,nan-Brand#45,
,Brand#45,1311.396506209667,,nan-Brand#45,
,Brand#45,1924.6004821858448,,nan-Brand#45,
,Brand#45,1529.0505700014787,,nan-Brand#45,
,Brand#45,1726.2639791159907,,nan-Brand#45,
,Brand#45,1513.9917343308534,,nan-Brand#45,
394555.0,Brand#45,1106.484802125311,1.0,1.0-Brand#45,
,Brand#45,1526.1348626067168,,nan-Brand#45,
,Brand#45,1523.729299179727,,nan-Brand#45,
,Brand#45,1954.0484966456377,,nan-Brand#45,
,Brand#45,1720.1649041875069,,nan-Brand#45,
,Brand#45,1933.8335582923487,,nan-Brand#45,
,Brand#45,1734.0590631666066,,nan-Brand#45,
,Brand#45,1951.5982320758742,,nan-Brand#45,
,Brand#45,1115.097406091849,,nan-Brand#45,
,Brand#45,1304.1399638174887,,nan-Brand#45,
,Brand#45,1513.5189291947527,,nan-Brand#45,
,Brand#45,1925.7382536105806,,nan-Brand#45,
,Brand#45,1284.2074284478385,,nan-Brand#45,
,Brand#45,1730.6776598217714,,nan-Brand#45,
,Brand#45,1518.6305429969555,,nan-Brand#45,
,Brand#45,1521.4023030914434,,nan-Brand#45,
,Brand#45,1518.8459275414946,,nan-Brand#45,
,Brand#45,1958.973353653109,,nan-Brand#45,
,Brand#45,1275.9117103595913,,nan-Brand#45,
,Brand#45,1292.386338548571,,nan-Brand#45,
311867.0,Brand#45,1122.4515700230015,5.0,5.0-Brand#45,
,Brand#45,1104.9533039425016,,nan-Brand#45,
,Brand#45,1740.5219097337617,,nan-Brand#45,
,Brand#45,1523.3333612981494,,nan-Brand#45,
,Brand#45,1265.904333351394,,nan-Brand#45,
,Brand#45,1303.8160942467714,,nan-Brand#45,
,Brand#45,1933.0660187281762,,nan-Brand#45,
,Brand#45,1517.4035534037207,,nan-Brand#45,
,Brand#45,1938.7303938918485,,nan-Brand#45,
,Brand#45,1943.6385926135442,,nan-Brand#45,
,Brand#45,1946.3573999567025,,nan-Brand#45,
,Brand#45,1715.934705373508,,nan-Brand#45,
,Brand#45,1936.840207272282,,nan-Brand#45,
,Brand#45,1522.8695490211423,,nan-Brand#45,
,Brand#45,1297.299858786477,,nan-Brand#45,
,Brand#45,1725.9072794742917,,nan-Brand#45,
,Brand#45,1285.386695314061,,nan-Brand#45,
,Brand#45,1515.916323424124,,nan-Brand#45,
,Brand#45,1716.1392651767974,,nan-Brand#45,
,Brand#45,1522.1610814398468,,nan-Brand#45,
,Brand#45,1723.959433235033,,nan-Brand#45,
394043.0,Brand#45,1318.1234599162788,5.0,5.0-Brand#45,
,Brand#45,1296.7681118531577,,nan-Brand#45,
,Brand#45,1122.9868117998724,,nan-Brand#45,
,Brand#45,1710.1395807038236,,nan-Brand#45,
,Brand#45,1710.7113600065697,,nan-Brand#45,
,Brand#45,1524.1890165987957,,nan-Brand#45,
,Brand#45,1705.2686670695664,,nan-Brand#45,
,Brand#45,1524.7020477784997,,nan-Brand#45,
,Brand#45,1119.9212371364656,,nan-Brand#45,
,Brand#45,1932.2921030212633,,nan-Brand#45,
,Brand#45,1728.7247327982182,,nan-Brand#45,
,Brand#45,1308.5118337514236,,nan-Brand#45,
,Brand#45,1938.0657061094928,,nan-Brand#45,
,Brand#45,1946.1589363852468,,nan-Brand#45,
,Brand#45,1518.8949984196204,,nan-Brand#45,
,Brand#45,1715.5419264787508,,nan-Brand#45,
,Brand#45,1953.1895501373317,,nan-Brand#45,
,Brand#45,1278.4614792606526,,nan-Brand#45,
,Brand#45,1723.6330479413875,,nan-Brand#45,
,Brand#45,1526.0905123933792,,nan-Brand#45,
,Brand#45,1956.1263066935828,,nan-Brand#45,
,Brand#45,1307.4311960122152,,nan-Brand#45,
,Brand#45,1523.8536149044528,,nan-Brand#45,
,Brand#45,1733.2259558495623,,nan-Brand#45,
,Brand#45,1929.4738899551255,,nan-Brand#45,
,Brand#45,1938.6159945443071,,nan-Brand#45,
,Brand#45,1749.3194574696215,,nan-Brand#45,
,Brand#45,1732.2137484204359,,nan-Brand#45,
,Brand#45,1718.5729221198583,,nan-Brand#45,
,Brand#45,1746.0557365155641,,nan-Brand#45,
,Brand#45,1132.8431328651652,,nan-Brand#45,
,Brand#45,1112.6407949211243,,nan-Brand#45,
,Brand#45,1521.5584309086548,,nan-Brand#45,
,Brand#45,1287.2304356494901,,nan-Brand#45,
,Brand#45,1943.9080669434945,,nan-Brand#45,
,Brand#45,1297.4526000543128,,nan-Brand#45,
,Brand#45,1513.4913914949575,,nan-Brand#45,
294963.0,Brand#45,1523.1349043159528,3.0,3.0-Brand#45,
,Brand#45,1929.8436607068672,,nan-Brand#45,
,Brand#45,1512.5224490329294,,nan-Brand#45,
,Brand#45,1528.9314014281767,,nan-Brand#45,
,Brand#45,1937.853339231549,,nan-Brand#45,
,Brand#45,1939.863876420863,,nan-Brand#45,
,Brand#45,1731.2491722905418,,nan-Brand#45,
393779.0,Brand#45,1934.5006835309553,5.0,5.0-Brand#45,
,Brand#45,1501.432406394245,,nan-Brand#45,
,Brand#45,1295.43062497702,,nan-Brand#45,
,Brand#45,1926.6058094291593,,nan-Brand#45,
,Brand#45,1943.9842981542656,,nan-Brand#45,
,Brand#45,1930.6956065326367,,nan-Brand#45,
,Brand#45,1295.9756914032005,,nan-Brand#45,
,Brand#45,1954.610045474607,,nan-Brand#45,
295995.0,Brand#45,1110.2233053758766,3.0,3.0-Brand#45,
,Brand#51,1295.6957959465412,,nan-Brand#51,
,Brand#51,1296.9579979330292,,nan-Brand#51,
,Brand#51,1291.742949004601,,nan-Brand#51,
,Brand#51,1962.0580385887192,,nan-Brand#51,
,Brand#51,1318.402249031895,,nan-Brand#51,
,Brand#51,1301.7932555761379,,nan-Brand#51,
,Brand#51,1119.8764546726718,,nan-Brand#51,
,Brand#51,1736.3986964600856,,nan-Brand#51,
,Brand#51,1297.7116221509768,,nan-Brand#51,
,Brand#51,1108.883629932141,,nan-Brand#51,
,Brand#51,1517.4848599297882,,nan-Brand#51,
,Brand#51,1515.680174403111,,nan-Brand#51,
,Brand#51,1933.8647152403057,,nan-Brand#51,
,Brand#51,1737.692623183773,,nan-Brand#51,
,Brand#51,1727.0152329591392,,nan-Brand#51,
,Brand#51,1127.8896876511208,,nan-Brand#51,
,Brand#51,1322.4846474801175,,nan-Brand#51,
,Brand#51,1739.352854137689,,nan-Brand#51,
,Brand#51,1518.4209446009988,,nan-Brand#51,
,Brand#51,1303.1991002052227,,nan-Brand#51,
,Brand#51,1949.447076541225,,nan-Brand#51,
,Brand#51,1106.4586076663265,,nan-Brand#51,
,Brand#51,1722.7884952758948,,nan-Brand#51,
,Brand#51,1720.3919512088996,,nan-Brand#51,
,Brand#51,1302.9187192531592,,nan-Brand#51,
,Brand#51,1508.411575312541,,nan-Brand#51,
,Brand#51,1529.9339264151845,,nan-Brand#51,
,Brand#51,1718.7742297047464,,nan-Brand#51,
,Brand#51,1733.1335868216825,,nan-Brand#51,
,Brand#51,1936.4506532010564,,nan-Brand#51,
,Brand#51,1265.7564396816115,,nan-Brand#51,
,Brand#51,1507.5477357919801,,nan-Brand#51,
,Brand#51,1764.3987274522772,,nan-Brand#51,
,Brand#51,1516.9930534217592,,nan-Brand#51,
,Brand#51,1297.9141840744992,,nan-Brand#51,
,Brand#51,1121.4651808388098,,nan-Brand#51,
,Brand#51,1297.3633130358392,,nan-Brand#51,
,Brand#51,1131.9777476677514,,nan-Brand#51,
,Brand#51,1527.9934781745455,,nan-Brand#51,
,Brand#51,1716.3301353929257,,nan-Brand#51,
,Brand#51,1731.0742095396727,,nan-Brand#51,
,Brand#51,1521.2229867122073,,nan-Brand#51,
,Brand#51,1739.864683305997,,nan-Brand#51,
,Brand#51,1280.9622337226388,,nan-Brand#51,
,Brand#51,1922.9474864419105,,nan-Brand#51,
,Brand#51,1737.1406986241561,,nan-Brand#51,
,Brand#51,1290.7597547905611,,nan-Brand#51,
,Brand#51,1106.4965376615528,,nan-Brand#51,
,Brand#51,1515.9737701480321,,nan-Brand#51,
,Brand#51,1121.2836368025876,,nan-Brand#51,
,Brand#51,1286.3709969725423,,nan-Brand#51,
,Brand#51,1295.2938734267698,,nan-Brand#51,
,Brand#51,1929.4682212350326,,nan-Brand#51,
,Brand#51,1299.884568644677,,nan-Brand#51,
,Brand#51,1926.4180354108112,,nan-Brand#51,
,Brand#51,1730.0403125251873,,nan-Brand#51,
,Brand#51,1752.7867813545931,,nan-Brand#51,
,Brand#51,1714.1213246289308,,nan-Brand#51,
,Brand#51,1735.8277492202742,,nan-Brand#51,
,Brand#51,1727.4832497101665,,nan-Brand#51,
,Brand#51,1291.7377159526204,,nan-Brand#51,
,Brand#51,1282.0256613853583,,nan-Brand#51,
,Brand#51,1935.7885943226647,,nan-Brand#51,
,Brand#51,1518.6187728451655,,nan-Brand#51,
,Brand#51,1766.3164488888535,,nan-Brand#51,
,Brand#51,1934.1146805813366,,nan-Brand#51,
,Brand#51,1280.3656863936087,,nan-Brand#51,
,Brand#51,1928.6959328336818,,nan-Brand#51,
,Brand#51,1307.000539520491,,nan-Brand#51,
,Brand#51,1524.9631807090582,,nan-Brand#51,
,Brand#51,1536.131362001429,,nan-Brand#51,
,Brand#51,1272.0846251173825,,nan-Brand#51,
,Brand#51,1730.0669213239994,,nan-Brand#51,
,Brand#51,1303.6486954313154,,nan-Brand#51,
,Brand#51,1714.2308025922555,,nan-Brand#51,
,Brand#51,1510.5017546204529,,nan-Brand#51,
,Brand#51,1520.041376909154,,nan-Brand#51,
,Brand#51,1300.8900413968884,,nan-Brand#51,
,Brand#51,1516.9367908944198,,nan-Brand#51,
,Brand#51,1533.2410693996178,,nan-Brand#51,
,Brand#51,1301.3465571392917,,nan-Brand#51,
,Brand#51,1952.0395610798753,,nan-Brand#51,
,Brand#51,1730.6201391676432,,nan-Brand#51,
,Brand#51,1297.9633897693398,,nan-Brand#51,
,Brand#51,1296.763038426181,,nan-Brand#51,
,Brand#51,1307.0133654263577,,nan-Brand#51,
,Brand#51,1943.141753111632,,nan-Brand#51,
,Brand#51,1290.1571420791713,,nan-Brand#51,
,Brand#51,1304.461732517183,,nan-Brand#51,
,Brand#51,1739.173797063345,,nan-Brand#51,
,Brand#51,1951.5346364141733,,nan-Brand#51,
,Brand#51,1522.2341381608558,,nan-Brand#51,
,Brand#51,1944.089006045009,,nan-Brand#51,
,Brand#51,1942.3496685497919,,nan-Brand#51,
,Brand#51,1117.57177279116,,nan-Brand#51,
,Brand#51,1960.7603219385296,,nan-Brand#51,
,Brand#51,1732.4931608922404,,nan-Brand#51,
,Brand#51,1118.8680024900655,,nan-Brand#51,
,Brand#51,1283.7204684655803,,nan-Brand#51,
,Brand#51,1304.2653687516574,,nan-Brand#51,
,Brand#51,1311.4483806580338,,nan-Brand#51,
,Brand#51,1266.3557940567982,,nan-Brand#51,
,Brand#51,1521.4514677673174,,nan-Brand#51,
,Brand#51,1958.6751341494423,,nan-Brand#51,
,Brand#51,1769.1240415497093,,nan-Brand#51,
,Brand#51,1117.9408665849282,,nan-Brand#51,
,Brand#51,1288.6719715467934,,nan-Brand#51,
,Brand#51,1934.7670456682022,,nan-Brand#51,
,Brand#51,1286.9330656684665,,nan-Brand#51,
,Brand#51,1120.4670085483067,,nan-Brand#51,
,Brand#51,1526.07661860195,,nan-Brand#51,
,Brand#51,1296.812034475279,,nan-Brand#51,
,Brand#51,1121.4018151272137,,nan-Brand#51,
,Brand#51,1307.7719343414399,,nan-Brand#51,
,Brand#51,1288.5600060081388,,nan-Brand#51,
,Brand#51,1119.9434024105306,,nan-Brand#51,
,Brand#51,1743.2338280684596,,nan-Brand#51,
,Brand#51,1948.0071819472562,,nan-Brand#51,
,Brand#51,1944.80887279387,,nan-Brand#51,
,Brand#51,1518.168334075204,,nan-Brand#51,
,Brand#51,1739.0728333991874,,nan-Brand#51,
,Brand#51,1291.8635931414099,,nan-Brand#51,
,Brand#51,1730.7736504753034,,nan-Brand#51,
,Brand#51,1530.9547522221899,,nan-Brand#51,
,Brand#51,1942.3106388983124,,nan-Brand#51,
,Brand#51,1941.873486723078,,nan-Brand#51,
,Brand#51,1127.2716644386282,,nan-Brand#51,
,Brand#51,1726.8606485772116,,nan-Brand#51,
,Brand#51,1113.5556173136708,,nan-Brand#51,
,Brand#51,1733.6372402543623,,nan-Brand#51,
,Brand#51,1719.0057314906696,,nan-Brand#51,
,Brand#51,1933.4220717843225,,nan-Brand#51,
,Brand#51,1108.2693802154424,,nan-Brand#51,
,Brand#51,1116.8265234267483,,nan-Brand#51,
,Brand#51,1525.621429855404,,nan-Brand#51,
,Brand#51,1506.264867655937,,nan-Brand#51,
,Brand#51,1711.8893208279294,,nan-Brand#51,
,Brand#51,1309.6000702293106,,nan-Brand#51,
,Brand#51,1937.2856734146706,,nan-Brand#51,
,Brand#51,1939.6037900330437,,nan-Brand#51,
,Brand#51,1744.6367163026157,,nan-Brand#51,
,Brand#51,1125.323869870951,,nan-Brand#51,
,Brand#51,1110.0828214454793,,nan-Brand#51,
,Brand#51,1954.9151897821432,,nan-Brand#51,
,Brand#51,1305.2589880600092,,nan-Brand#51,
,Brand#51,1719.5010904752942,,nan-Brand#51,
,Brand#51,1524.4837173984358,,nan-Brand#51,
,Brand#51,1531.7301049257908,,nan-Brand#51,
,Brand#51,1303.1208677699888,,nan-Brand#51,
,Brand#51,1727.9063171303346,,nan-Brand#51,
,Brand#51,1294.109686873782,,nan-Brand#51,
,Brand#51,1316.4602144509408,,nan-Brand#51,
,Brand#51,1103.1121031981809,,nan-Brand#51,
,Brand#51,1745.1173560221976,,nan-Brand#51,
,Brand#51,1313.5451058444328,,nan-Brand#51,
,Brand#51,1525.9351466828707,,nan-Brand#51,
,Brand#51,1302.903155447451,,nan-Brand#51,
,Brand#51,1930.7410543519645,,nan-Brand#51,
,Brand#51,1721.4621444583722,,nan-Brand#51,
,Brand#51,1740.9760740715192,,nan-Brand#51,
,Brand#51,1304.7701280252818,,nan-Brand#51,
,Brand#51,1315.2475793384506,,nan-Brand#51,
,Brand#51,1936.6225195487486,,nan-Brand#51,
,Brand#51,1713.071569642585,,nan-Brand#51,
,Brand#51,1307.6723518779952,,nan-Brand#51,
,Brand#51,1958.9265983859837,,nan-Brand#51,
,Brand#51,1935.1064894678655,,nan-Brand#51,
,Brand#51,1303.9583576410605,,nan-Brand#51,
,Brand#51,1278.683527204272,,nan-Brand#51,
,Brand#51,1934.7266478659917,,nan-Brand#51,
,Brand#51,1725.6637332187424,,nan-Brand#51,
,Brand#51,1530.0209223609068,,nan-Brand#51,
,Brand#51,1295.4829591748228,,nan-Brand#51,
,Brand#51,1518.9975340141323,,nan-Brand#51,
,Brand#51,1934.067808577801,,nan-Brand#51,
,Brand#51,1524.51530525568,,nan-Brand#51,
,Brand#51,1300.001439893714,,nan-Brand#51,
,Brand#51,1948.3733864016579,,nan-Brand#51,
,Brand#51,1519.3401141673803,,nan-Brand#51,
,Brand#51,1949.9712627146562,,nan-Brand#51,
,Brand#51,1517.444351760146,,nan-Brand#51,
,Brand#51,1117.517302682633,,nan-Brand#51,
,Brand#51,1951.5330417948062,,nan-Brand#51,
,Brand#51,1296.7905777851993,,nan-Brand#51,
,Brand#51,1288.1797272045176,,nan-Brand#51,
,Brand#51,1276.633050604341,,nan-Brand#51,
,Brand#51,1724.2706375045718,,nan-Brand#51,
,Brand#51,1515.2358720576976,,nan-Brand#51,
,Brand#51,1529.951890149525,,nan-Brand#51,
,Brand#51,1288.9137762109776,,nan-Brand#51,
,Brand#51,1934.431701651275,,nan-Brand#51,
,Brand#51,1517.9508405469237,,nan-Brand#51,
,Brand#51,1940.5818567093309,,nan-Brand#51,
,Brand#51,1947.0627143446332,,nan-Brand#51,
,Brand#51,1935.2333375862204,,nan-Brand#51,
,Brand#51,1518.068931178918,,nan-Brand#51,
,Brand#51,1931.9267624162992,,nan-Brand#51,
,Brand#51,1934.8462770047227,,nan-Brand#51,
,Brand#51,1949.1084242144248,,nan-Brand#51,
,Brand#51,1936.3784097060673,,nan-Brand#51,
,Brand#51,1113.524625413138,,nan-Brand#51,
,Brand#51,1953.321303519655,,nan-Brand#51,
,Brand#52,1732.9275859714658,,nan-Brand#52,
,Brand#52,1936.2860968873886,,nan-Brand#52,
,Brand#52,1298.3300638515498,,nan-Brand#52,
,Brand#52,1120.6929806513024,,nan-Brand#52,
,Brand#52,1129.2953499173036,,nan-Brand#52,
,Brand#52,1951.4170781793644,,nan-Brand#52,
,Brand#52,1292.5379510395917,,nan-Brand#52,
,Brand#52,1953.0994716535495,,nan-Brand#52,
,Brand#52,1331.0305435570774,,nan-Brand#52,
,Brand#52,1532.1964556043542,,nan-Brand#52,
,Brand#52,1950.3420665836304,,nan-Brand#52,
,Brand#52,1541.287828714275,,nan-Brand#52,
,Brand#52,1548.3124475878644,,nan-Brand#52,
,Brand#52,1531.810785645008,,nan-Brand#52,
,Brand#52,1953.8767213523458,,nan-Brand#52,
,Brand#52,1963.3410464511885,,nan-Brand#52,
,Brand#52,1727.00810375784,,nan-Brand#52,
,Brand#52,1736.57476384623,,nan-Brand#52,
,Brand#52,1984.4060430024895,,nan-Brand#52,
,Brand#52,1749.0411611098223,,nan-Brand#52,
,Brand#52,1542.4820528488506,,nan-Brand#52,
,Brand#52,1731.4274417742804,,nan-Brand#52,
,Brand#52,1338.2204951053411,,nan-Brand#52,
,Brand#52,1529.9514783187876,,nan-Brand#52,
,Brand#52,1522.5153071697507,,nan-Brand#52,
,Brand#52,1320.7341187682478,,nan-Brand#52,
,Brand#52,1134.4554204869196,,nan-Brand#52,
,Brand#52,1330.6022159720962,,nan-Brand#52,
,Brand#52,1307.0646572802393,,nan-Brand#52,
,Brand#52,1959.9071375394449,,nan-Brand#52,
,Brand#52,1754.741641489878,,nan-Brand#52,
,Brand#52,1132.2080343760858,,nan-Brand#52,
,Brand#52,1537.112761976869,,nan-Brand#52,
,Brand#52,1297.8626833104738,,nan-Brand#52,
,Brand#52,1131.8232876508205,,nan-Brand#52,
,Brand#52,1734.9645728702828,,nan-Brand#52,
,Brand#52,1537.064280265848,,nan-Brand#52,
,Brand#52,1535.9878279974823,,nan-Brand#52,
,Brand#52,1753.7012185197211,,nan-Brand#52,
,Brand#52,1742.0362944011545,,nan-Brand#52,
,Brand#52,1528.4798429475982,,nan-Brand#52,
,Brand#52,1534.7344995569194,,nan-Brand#52,
,Brand#52,1530.6706784142852,,nan-Brand#52,
,Brand#52,1298.347593178047,,nan-Brand#52,
,Brand#52,1944.8098837311848,,nan-Brand#52,
,Brand#52,1329.5823843254987,,nan-Brand#52,
,Brand#52,1747.652034909686,,nan-Brand#52,
,Brand#52,1317.9106187309658,,nan-Brand#52,
,Brand#52,1728.6351368352566,,nan-Brand#52,
,Brand#52,1133.551142000364,,nan-Brand#52,
,Brand#52,1960.0044256639383,,nan-Brand#52,
,Brand#52,1728.6636744420266,,nan-Brand#52,
,Brand#52,1533.2234881842185,,nan-Brand#52,
,Brand#52,1303.495868833984,,nan-Brand#52,
,Brand#52,1963.8178399766932,,nan-Brand#52,
,Brand#52,1945.2539560408325,,nan-Brand#52,
,Brand#52,1324.3642385248695,,nan-Brand#52,
,Brand#52,1737.5188081059173,,nan-Brand#52,
,Brand#52,1130.52418234119,,nan-Brand#52,
,Brand#52,1945.5181842364957,,nan-Brand#52,
,Brand#52,1328.0207721738898,,nan-Brand#52,
,Brand#52,1536.3528331404623,,nan-Brand#52,
,Brand#52,1955.5249087235325,,nan-Brand#52,
,Brand#52,1536.7308263403668,,nan-Brand#52,
,Brand#52,1750.0114698664174,,nan-Brand#52,
,Brand#52,1956.7621745909196,,nan-Brand#52,
,Brand#52,1320.0232828786127,,nan-Brand#52,
,Brand#52,1945.7945950439566,,nan-Brand#52,
,Brand#52,1347.3436069670447,,nan-Brand#52,
,Brand#52,1968.1369284029058,,nan-Brand#52,
,Brand#52,1129.0388830210054,,nan-Brand#52,
,Brand#52,1312.0342382609767,,nan-Brand#52,
,Brand#52,1323.8211957318067,,nan-Brand#52,
,Brand#52,1735.8409402869702,,nan-Brand#52,
296747.0,Brand#52,1955.3419500821167,5.0,5.0-Brand#52,
,Brand#52,1729.8407508378705,,nan-Brand#52,
,Brand#52,1544.3902859598056,,nan-Brand#52,
,Brand#52,1307.1241584200507,,nan-Brand#52,
,Brand#52,1536.6456697098602,,nan-Brand#52,
,Brand#52,1122.3845009814645,,nan-Brand#52,
,Brand#52,1759.924426657937,,nan-Brand#52,
,Brand#52,1954.7250588556674,,nan-Brand#52,
,Brand#52,1324.103262677002,,nan-Brand#52,
,Brand#52,1748.7856202366931,,nan-Brand#52,
,Brand#52,1760.500004758357,,nan-Brand#52,
,Brand#52,1129.6368982621025,,nan-Brand#52,
,Brand#52,1540.1824515653557,,nan-Brand#52,
,Brand#52,1542.3831460547165,,nan-Brand#52,
,Brand#52,1315.0911880278918,,nan-Brand#52,
,Brand#52,1320.4658604893136,,nan-Brand#52,
,Brand#52,1739.4285316961825,,nan-Brand#52,
,Brand#52,1939.6519344634535,,nan-Brand#52,
,Brand#52,1130.8334686645899,,nan-Brand#52,
,Brand#52,1955.7789878556687,,nan-Brand#52,
,Brand#52,1746.803035190591,,nan-Brand#52,
,Brand#52,1958.738960949236,,nan-Brand#52,
,Brand#52,1746.9416884365035,,nan-Brand#52,
,Brand#52,1759.8194317923203,,nan-Brand#52,
,Brand#52,1732.6155996703628,,nan-Brand#52,
,Brand#52,1528.3467439431215,,nan-Brand#52,
,Brand#52,1759.5519292972108,,nan-Brand#52,
,Brand#52,1538.2581086911741,,nan-Brand#52,
,Brand#52,1132.315918537588,,nan-Brand#52,
,Brand#52,1327.7622473422157,,nan-Brand#52,
,Brand#52,1323.1647735786235,,nan-Brand#52,
,Brand#52,1753.3495944619233,,nan-Brand#52,
,Brand#52,1529.825206031661,,nan-Brand#52,
,Brand#52,1743.6016730497083,,nan-Brand#52,
,Brand#52,1963.0945131606256,,nan-Brand#52,
,Brand#52,1130.814963907403,,nan-Brand#52,
,Brand#52,1333.8855390053247,,nan-Brand#52,
,Brand#52,1324.9662704807718,,nan-Brand#52,
,Brand#52,1737.4690306581501,,nan-Brand#52,
,Brand#52,1312.331577714638,,nan-Brand#52,
,Brand#52,1938.3890799748895,,nan-Brand#52,
,Brand#52,1339.6229412665948,,nan-Brand#52,
,Brand#52,1538.4090321989588,,nan-Brand#52,
,Brand#52,1963.7297973759098,,nan-Brand#52,
,Brand#52,1948.9469170557986,,nan-Brand#52,
,Brand#52,1336.3228789403,,nan-Brand#52,
,Brand#52,1749.8215471978208,,nan-Brand#52,
,Brand#52,1131.3507265765393,,nan-Brand#52,
,Brand#52,1754.5629344558033,,nan-Brand#52,
,Brand#52,1313.3119238728714,,nan-Brand#52,
,Brand#52,1537.1186712349959,,nan-Brand#52,
,Brand#52,1128.6827211507366,,nan-Brand#52,
,Brand#52,1536.3515698020433,,nan-Brand#52,
,Brand#52,1748.0090874608368,,nan-Brand#52,
,Brand#52,1950.258747138015,,nan-Brand#52,
,Brand#52,1121.4180151145147,,nan-Brand#52,
,Brand#52,1973.7572028854272,,nan-Brand#52,
,Brand#52,1949.462828952455,,nan-Brand#52,
,Brand#52,1298.274424607001,,nan-Brand#52,
,Brand#52,1545.7633325698503,,nan-Brand#52,
,Brand#52,1957.693413623507,,nan-Brand#52,
,Brand#52,1738.9824555839857,,nan-Brand#52,
,Brand#52,1546.3558529442532,,nan-Brand#52,
,Brand#52,1954.6048623779816,,nan-Brand#52,
,Brand#52,1949.171478219181,,nan-Brand#52,
,Brand#52,1747.033674428515,,nan-Brand#52,
,Brand#52,1729.9267796896477,,nan-Brand#52,
,Brand#52,1758.190226743726,,nan-Brand#52,
,Brand#52,1534.6813396832147,,nan-Brand#52,
,Brand#52,1540.5154071903005,,nan-Brand#52,
,Brand#52,1272.8064699831132,,nan-Brand#52,
,Brand#52,1533.7872829982825,,nan-Brand#52,
,Brand#52,1321.5982741066098,,nan-Brand#52,
,Brand#52,1118.7419132628168,,nan-Brand#52,
,Brand#52,1945.4078216340286,,nan-Brand#52,
,Brand#52,1534.3709922467287,,nan-Brand#52,
,Brand#52,1742.540424118135,,nan-Brand#52,
,Brand#52,1550.071096740124,,nan-Brand#52,
,Brand#52,1129.166389836337,,nan-Brand#52,
,Brand#52,1126.6417582226775,,nan-Brand#52,
,Brand#52,1939.7655680201422,,nan-Brand#52,
,Brand#52,1961.2195956635499,,nan-Brand#52,
,Brand#52,1758.2997032724595,,nan-Brand#52,
,Brand#52,1745.4162818044097,,nan-Brand#52,
,Brand#52,1748.873253678802,,nan-Brand#52,
,Brand#52,1746.463590812646,,nan-Brand#52,
,Brand#52,1953.04751928143,,nan-Brand#52,
,Brand#52,1329.170654798557,,nan-Brand#52,
,Brand#52,1731.7462402320125,,nan-Brand#52,
,Brand#52,1328.5142591269414,,nan-Brand#52,
,Brand#52,1525.1930584712602,,nan-Brand#52,
