a_origin_state_abr,a_unique_carrier,a_taxi_out,a_air_time,a_distance,a_origin_state_abr-a_unique_carrier,flights2-flight-a_rate
NJ,UA,15.56874,1219.3419,640.6249,NJ-UA,0.05617408906882592
NJ,UA,15.637145,1219.6781,643.75,NJ-UA,0.05617408906882592
NJ,UA,15.546706,1219.4113,642.91284,NJ-UA,0.05617408906882592
NJ,UA,15.623998,1219.3357,640.6886,NJ-UA,0.05617408906882592
NJ,UA,15.646382,1219.985,645.127,NJ-UA,0.05617408906882592
NJ,UA,15.5526495,1219.9836,645.327,NJ-UA,0.05617408906882592
NJ,UA,15.53275,1219.0583,641.05133,NJ-UA,0.05617408906882592
NJ,UA,15.494458,1220.1116,645.694,NJ-UA,0.05617408906882592
NJ,UA,15.560323,1220.1732,645.97675,NJ-UA,0.05617408906882592
NJ,UA,15.650935,1219.5992,643.4791,NJ-UA,0.05617408906882592
NJ,UA,15.611295,1219.2723,639.91095,NJ-UA,0.05617408906882592
NJ,UA,15.474701,1219.8859,645.72986,NJ-UA,0.05617408906882592
NJ,UA,15.484687,1220.3673,646.90375,NJ-UA,0.05617408906882592
NJ,UA,15.467306,1219.5917,643.1848,NJ-UA,0.05617408906882592
NJ,UA,15.583603,1219.1681,640.0862,NJ-UA,0.05617408906882592
NJ,UA,15.620764,1220.2705,645.7686,NJ-UA,0.05617408906882592
NJ,UA,15.581494,1219.1428,639.884,NJ-UA,0.05617408906882592
NJ,UA,15.619287,1219.6454,642.34467,NJ-UA,0.05617408906882592
NJ,UA,15.660113,1219.7635,643.36993,NJ-UA,0.05617408906882592
NJ,UA,15.625561,1219.7653,641.5166,NJ-UA,0.05617408906882592
NJ,UA,15.519371,1219.5645,643.1764,NJ-UA,0.05617408906882592
NJ,UA,15.527793,1219.1866,641.6543,NJ-UA,0.05617408906882592
NJ,UA,15.631817,1220.1708,645.74927,NJ-UA,0.05617408906882592
NJ,UA,15.660816,1220.1189,646.36896,NJ-UA,0.05617408906882592
NJ,UA,15.568101,1220.2551,647.251,NJ-UA,0.05617408906882592
NJ,UA,15.570052,1219.479,642.33594,NJ-UA,0.05617408906882592
NJ,UA,15.601454,1220.1929,648.0422,NJ-UA,0.05617408906882592
NJ,UA,15.622847,1219.6576,643.5286,NJ-UA,0.05617408906882592
NJ,UA,15.602498,1218.8993,638.4349,NJ-UA,0.05617408906882592
NJ,US,15.338387,1221.3376,650.5179,NJ-US,0.07313457420523803
NJ,US,15.449334,1220.5565,645.1708,NJ-US,0.07313457420523803
NJ,US,15.43405,1220.413,644.46716,NJ-US,0.07313457420523803
NJ,US,15.461683,1221.8903,654.66974,NJ-US,0.07313457420523803
NJ,US,15.332307,1221.0802,649.7888,NJ-US,0.07313457420523803
NJ,US,15.387027,1220.806,647.01483,NJ-US,0.07313457420523803
NJ,US,15.338069,1221.461,652.31116,NJ-US,0.07313457420523803
NJ,US,15.494386,1220.5857,645.4061,NJ-US,0.07313457420523803
NJ,US,15.377643,1220.6726,647.2197,NJ-US,0.07313457420523803
NJ,US,15.587599,1220.9755,647.1828,NJ-US,0.07313457420523803
NJ,US,15.427107,1221.0491,648.0119,NJ-US,0.07313457420523803
NJ,US,15.374724,1221.1267,649.2896,NJ-US,0.07313457420523803
NJ,US,15.328566,1221.6001,653.64856,NJ-US,0.07313457420523803
NJ,US,15.414711,1221.4083,650.46747,NJ-US,0.07313457420523803
NJ,US,15.511205,1221.3921,654.0507,NJ-US,0.07313457420523803
NJ,US,15.362562,1221.228,652.71027,NJ-US,0.07313457420523803
NJ,US,15.417232,1221.4326,653.41833,NJ-US,0.07313457420523803
NJ,US,15.518408,1220.4453,647.2543,NJ-US,0.07313457420523803
NJ,US,15.370508,1221.5193,652.625,NJ-US,0.07313457420523803
NJ,US,15.506961,1220.7188,648.1109,NJ-US,0.07313457420523803
NJ,US,15.315635,1220.9727,648.2706,NJ-US,0.07313457420523803
NJ,US,15.374412,1221.4861,650.70544,NJ-US,0.07313457420523803
NJ,US,15.347042,1221.3525,651.07684,NJ-US,0.07313457420523803
NJ,US,15.467385,1221.3395,652.89935,NJ-US,0.07313457420523803
NJ,US,15.393423,1220.9497,650.24146,NJ-US,0.07313457420523803
NJ,US,15.528543,1221.2545,648.6107,NJ-US,0.07313457420523803
NJ,US,15.460996,1221.1974,651.104,NJ-US,0.07313457420523803
NJ,US,15.450376,1221.0629,650.86676,NJ-US,0.07313457420523803
NJ,US,15.399018,1221.1537,650.28595,NJ-US,0.07313457420523803
NJ,US,15.419255,1221.3394,651.524,NJ-US,0.07313457420523803
NJ,US,15.429741,1221.1382,650.3001,NJ-US,0.07313457420523803
NJ,US,15.497262,1220.7278,645.15717,NJ-US,0.07313457420523803
NJ,US,15.473684,1221.0638,649.8969,NJ-US,0.07313457420523803
NJ,US,15.528644,1220.7557,646.11536,NJ-US,0.07313457420523803
NJ,VX,14.956277,1224.0441,717.1401,NJ-VX,1.0
NJ,VX,14.996923,1223.9132,716.56415,NJ-VX,1.0
NJ,VX,15.037276,1223.9879,714.31287,NJ-VX,1.0
NJ,VX,15.096517,1224.1588,716.13824,NJ-VX,1.0
NJ,VX,15.05649,1223.5093,713.45447,NJ-VX,1.0
NJ,VX,14.889879,1224.1465,716.6574,NJ-VX,1.0
NJ,VX,14.97227,1223.9545,714.239,NJ-VX,1.0
NJ,VX,15.107759,1223.5978,713.6945,NJ-VX,1.0
NJ,VX,15.101624,1224.3958,719.50745,NJ-VX,1.0
NJ,VX,15.094864,1224.0327,715.8806,NJ-VX,1.0
NJ,VX,15.119329,1224.2944,717.68427,NJ-VX,1.0
NJ,VX,14.9610195,1223.2714,710.2955,NJ-VX,1.0
NJ,VX,15.075764,1223.6875,713.62244,NJ-VX,1.0
NJ,VX,14.968914,1224.3002,718.53455,NJ-VX,1.0
NJ,VX,14.961534,1224.1545,718.88245,NJ-VX,1.0
NJ,VX,15.0659275,1223.7482,714.5326,NJ-VX,1.0
NJ,VX,14.88306,1224.013,715.213,NJ-VX,1.0
NJ,WN,14.552652,1223.6359,721.0475,NJ-WN,0.03225082310685424
NJ,WN,14.518241,1222.9602,716.6812,NJ-WN,0.03225082310685424
NJ,WN,14.664992,1223.3597,718.40753,NJ-WN,0.03225082310685424
NJ,WN,14.58326,1224.1104,722.8213,NJ-WN,0.03225082310685424
NJ,WN,14.564505,1223.8943,724.2008,NJ-WN,0.03225082310685424
NJ,WN,14.65271,1223.8074,722.4363,NJ-WN,0.03225082310685424
NJ,WN,14.614326,1224.1154,725.11053,NJ-WN,0.03225082310685424
NJ,WN,14.58374,1223.6305,720.83954,NJ-WN,0.03225082310685424
NJ,WN,14.606522,1223.9431,724.1234,NJ-WN,0.03225082310685424
NJ,WN,14.70742,1223.7932,723.67096,NJ-WN,0.03225082310685424
NJ,WN,14.703061,1223.7661,721.8646,NJ-WN,0.03225082310685424
NJ,WN,14.608486,1223.4099,721.71497,NJ-WN,0.03225082310685424
NJ,WN,14.536438,1223.5398,720.2654,NJ-WN,0.03225082310685424
NJ,WN,14.636649,1223.3009,718.08234,NJ-WN,0.03225082310685424
NJ,WN,14.576338,1223.6937,721.6555,NJ-WN,0.03225082310685424
NJ,WN,14.710137,1223.8871,721.0727,NJ-WN,0.03225082310685424
NJ,WN,14.525717,1223.7655,720.5907,NJ-WN,0.03225082310685424
NJ,WN,14.661065,1223.173,718.1991,NJ-WN,0.03225082310685424
NJ,WN,14.688912,1223.2073,717.3704,NJ-WN,0.03225082310685424
NJ,WN,14.741663,1223.9531,721.9595,NJ-WN,0.03225082310685424
NJ,WN,14.696214,1223.8696,723.16626,NJ-WN,0.03225082310685424
NJ,WN,14.630702,1223.9214,722.4191,NJ-WN,0.03225082310685424
NJ,WN,14.562904,1224.1053,724.02655,NJ-WN,0.03225082310685424
NJ,WN,14.665185,1223.707,721.74445,NJ-WN,0.03225082310685424
NJ,WN,14.605954,1223.6481,719.5226,NJ-WN,0.03225082310685424
NJ,WN,14.6615305,1223.5657,719.5301,NJ-WN,0.03225082310685424
NJ,WN,14.695601,1223.445,719.83655,NJ-WN,0.03225082310685424
NJ,WN,14.616941,1223.408,718.5583,NJ-WN,0.03225082310685424
NJ,WN,14.510332,1223.367,719.0461,NJ-WN,0.03225082310685424
NJ,WN,14.566851,1224.0973,724.27,NJ-WN,0.03225082310685424
NJ,WN,14.626242,1223.5214,719.90967,NJ-WN,0.03225082310685424
NJ,WN,14.572513,1223.3695,718.8368,NJ-WN,0.03225082310685424
NJ,WN,14.592972,1223.3092,719.9395,NJ-WN,0.03225082310685424
NJ,XE,16.395878,1238.0704,827.3308,NJ-XE,0.21669180492709908
NJ,XE,16.631704,1242.3962,848.874,NJ-XE,0.21669180492709908
NJ,XE,16.40487,1240.9525,845.09235,NJ-XE,0.21669180492709908
NJ,XE,16.412308,1240.1877,843.05554,NJ-XE,0.21669180492709908
NJ,XE,16.468113,1239.7681,837.98315,NJ-XE,0.21669180492709908
NJ,XE,16.457079,1239.9757,843.42957,NJ-XE,0.21669180492709908
NJ,XE,16.496298,1241.1704,845.66925,NJ-XE,0.21669180492709908
NJ,XE,16.469097,1240.1334,839.7662,NJ-XE,0.21669180492709908
NJ,XE,16.604496,1240.9242,842.5237,NJ-XE,0.21669180492709908
NJ,XE,16.467157,1240.6105,842.77515,NJ-XE,0.21669180492709908
NJ,XE,16.592426,1241.4259,847.6727,NJ-XE,0.21669180492709908
NJ,XE,16.43071,1239.4974,838.9444,NJ-XE,0.21669180492709908
NJ,XE,16.441545,1240.9335,845.99725,NJ-XE,0.21669180492709908
NJ,XE,16.541166,1241.6871,846.783,NJ-XE,0.21669180492709908
NJ,XE,16.499681,1240.3756,842.3485,NJ-XE,0.21669180492709908
NJ,XE,16.578327,1240.2515,842.1914,NJ-XE,0.21669180492709908
NJ,XE,16.424253,1240.7151,841.8436,NJ-XE,0.21669180492709908
NJ,XE,16.304785,1240.6702,841.4226,NJ-XE,0.21669180492709908
NJ,XE,16.574192,1242.2803,851.8357,NJ-XE,0.21669180492709908
NJ,XE,16.447227,1238.8743,828.9171,NJ-XE,0.21669180492709908
NJ,XE,16.565853,1240.577,840.0248,NJ-XE,0.21669180492709908
NJ,XE,16.71853,1241.5009,846.80566,NJ-XE,0.21669180492709908
NJ,XE,16.525911,1240.4802,842.15515,NJ-XE,0.21669180492709908
NJ,XE,16.564566,1240.6782,840.50543,NJ-XE,0.21669180492709908
NJ,XE,16.390642,1239.994,839.29095,NJ-XE,0.21669180492709908
NJ,XE,16.437502,1240.5116,842.1387,NJ-XE,0.21669180492709908
NJ,XE,16.587595,1238.8306,832.9769,NJ-XE,0.21669180492709908
NJ,XE,16.419489,1239.992,837.6366,NJ-XE,0.21669180492709908
NJ,XE,16.378181,1239.9447,838.2713,NJ-XE,0.21669180492709908
NJ,XE,16.629906,1239.5735,838.8994,NJ-XE,0.21669180492709908
NJ,XE,16.517427,1240.0405,837.35645,NJ-XE,0.21669180492709908
NJ,XE,16.389893,1239.4371,833.9925,NJ-XE,0.21669180492709908
NJ,XE,16.507624,1240.6556,842.9579,NJ-XE,0.21669180492709908
NJ,US,16.048325,1244.2227,853.94434,NJ-US,0.07313457420523803
NJ,DL,15.675958,1244.5525,854.29144,NJ-DL,0.04408756137479543
NJ,F9,15.813206,1242.7717,847.6372,NJ-F9,0.6772575250836121
NJ,OO,15.818284,1242.1436,843.6653,NJ-OO,0.08770858770858772
NJ,,15.873695,1242.442,845.09,NJ-nan,
NJ,YV,15.781987,1243.8407,851.25555,NJ-YV,0.4339981006647674
NJ,YV,15.911548,1242.3186,841.51984,NJ-YV,0.4339981006647674
NJ,YV,15.87005,1243.2346,848.3867,NJ-YV,0.4339981006647674
NJ,YV,15.8067255,1243.2064,847.537,NJ-YV,0.4339981006647674
NJ,YV,15.880032,1244.3181,854.7303,NJ-YV,0.4339981006647674
NJ,YV,15.82379,1243.9188,851.9251,NJ-YV,0.4339981006647674
NJ,YV,15.680939,1243.2413,848.7066,NJ-YV,0.4339981006647674
NJ,YV,15.591232,1242.9121,845.5708,NJ-YV,0.4339981006647674
NJ,YV,15.848963,1243.2496,850.8593,NJ-YV,0.4339981006647674
NJ,YV,15.859611,1244.0605,851.2999,NJ-YV,0.4339981006647674
NJ,YV,15.900705,1242.8385,847.3678,NJ-YV,0.4339981006647674
NJ,YV,15.902633,1242.513,844.7837,NJ-YV,0.4339981006647674
NJ,YV,16.00375,1243.1871,851.20447,NJ-YV,0.4339981006647674
NJ,YV,15.6951,1242.7372,845.758,NJ-YV,0.4339981006647674
NJ,US,16.046515,1245.3881,862.36664,NJ-US,0.07313457420523803
NJ,YV,15.850468,1242.1874,844.4668,NJ-YV,0.4339981006647674
NJ,TZ,15.810213,1244.2284,852.4997,NJ-TZ,1.0
NJ,,15.922992,1243.1697,849.09686,NJ-nan,
NJ,YV,15.8349905,1243.8624,853.82965,NJ-YV,0.4339981006647674
NJ,YV,15.775788,1242.732,843.9002,NJ-YV,0.4339981006647674
NJ,YV,15.700375,1243.66,848.3815,NJ-YV,0.4339981006647674
NJ,YV,15.889295,1242.0908,842.7498,NJ-YV,0.4339981006647674
NJ,YV,15.764192,1242.4548,844.1808,NJ-YV,0.4339981006647674
NJ,YV,15.896847,1242.3225,844.5389,NJ-YV,0.4339981006647674
NJ,OO,15.785488,1243.2859,849.1289,NJ-OO,0.08770858770858772
NJ,YV,15.747629,1242.4625,846.8221,NJ-YV,0.4339981006647674
NJ,YV,15.7535,1243.288,852.1081,NJ-YV,0.4339981006647674
NJ,YV,15.794196,1242.5542,844.1955,NJ-YV,0.4339981006647674
NJ,YV,15.842911,1244.4395,853.8554,NJ-YV,0.4339981006647674
NJ,YV,15.79755,1243.7313,851.86896,NJ-YV,0.4339981006647674
NM,9E,18.14359,1234.1384,832.0318,NM-9E,1.0
NM,OH (1),17.902489,1234.1472,832.1744,NM-OH (1),0.8043956043956045
NM,9E,17.916924,1234.0374,830.7286,NM-9E,1.0
NM,9E,17.96973,1234.8733,833.0391,NM-9E,1.0
NM,9E,17.92452,1233.7966,828.5173,NM-9E,1.0
NM,9E,18.027273,1233.6824,828.21356,NM-9E,1.0
NM,9E,17.923098,1233.409,829.23425,NM-9E,1.0
NM,EV,17.773367,1232.3895,819.8014,NM-EV,0.5192307692307693
NM,EV,17.871593,1232.7281,823.2506,NM-EV,0.5192307692307693
NM,EV,17.961643,1234.5878,831.95245,NM-EV,0.5192307692307693
NM,9E,17.90253,1233.942,829.1744,NM-9E,1.0
NM,9E,17.919235,1233.5879,828.37885,NM-9E,1.0
NM,9E,18.074085,1234.2101,831.20905,NM-9E,1.0
NM,EV,17.97616,1234.856,836.89905,NM-EV,0.5192307692307693
NM,OH (1),17.87242,1233.4884,826.00183,NM-OH (1),0.8043956043956045
NM,EV,18.040106,1233.2949,828.45593,NM-EV,0.5192307692307693
NM,EV,17.913935,1233.0748,827.1719,NM-EV,0.5192307692307693
NM,9E,17.870802,1233.0669,825.6583,NM-9E,1.0
NM,AA,17.479855,1234.9613,836.7684,NM-AA,0.18362282878411915
NM,AA,17.633102,1233.9191,831.835,NM-AA,0.18362282878411915
NM,AA,17.424334,1234.7216,837.25476,NM-AA,0.18362282878411915
NM,AA,17.4586,1233.5725,829.57104,NM-AA,0.18362282878411915
NM,AA,17.44596,1233.0502,826.76776,NM-AA,0.18362282878411915
NM,AA,17.393326,1235.0396,839.71704,NM-AA,0.18362282878411915
NM,AA,17.491674,1235.0614,839.548,NM-AA,0.18362282878411915
NM,AA,17.463198,1234.2513,834.4749,NM-AA,0.18362282878411915
NM,AA,17.480253,1234.3547,833.4169,NM-AA,0.18362282878411915
NM,AA,17.364737,1235.3519,840.8475,NM-AA,0.18362282878411915
NM,AA,17.491203,1233.621,833.2933,NM-AA,0.18362282878411915
NM,AA,17.457317,1235.4993,838.0742,NM-AA,0.18362282878411915
NM,AA,17.526918,1236.318,843.263,NM-AA,0.18362282878411915
NM,AA,17.425495,1234.2085,836.4122,NM-AA,0.18362282878411915
NM,AA,17.456413,1234.4547,836.1896,NM-AA,0.18362282878411915
NM,AA,17.512075,1235.1312,839.34283,NM-AA,0.18362282878411915
NM,AA,17.414892,1234.8762,838.05005,NM-AA,0.18362282878411915
NM,AA,17.568804,1235.5115,838.63873,NM-AA,0.18362282878411915
NM,AA,17.525728,1234.2487,836.72345,NM-AA,0.18362282878411915
NM,AA,17.48276,1234.4657,833.26044,NM-AA,0.18362282878411915
NM,AA,17.472206,1233.7969,833.9561,NM-AA,0.18362282878411915
NM,AA,17.374588,1234.6758,835.56274,NM-AA,0.18362282878411915
NM,AA,17.551125,1235.0646,837.6534,NM-AA,0.18362282878411915
NM,AA,17.472626,1234.1887,832.016,NM-AA,0.18362282878411915
NM,AA,17.523056,1235.3849,838.9024,NM-AA,0.18362282878411915
NM,AA,17.524157,1235.7375,840.74634,NM-AA,0.18362282878411915
NM,AA,17.503923,1236.2932,843.881,NM-AA,0.18362282878411915
NM,AA,17.371609,1233.6965,830.80554,NM-AA,0.18362282878411915
NM,AA,17.657862,1234.4697,834.6751,NM-AA,0.18362282878411915
NM,AA,17.52177,1234.926,836.18646,NM-AA,0.18362282878411915
NM,AA,17.543526,1234.1205,832.2966,NM-AA,0.18362282878411915
NM,AA,17.421972,1234.6218,834.9339,NM-AA,0.18362282878411915
NM,AA,17.329405,1234.8757,837.97253,NM-AA,0.18362282878411915
NM,AA,17.495844,1234.801,835.63135,NM-AA,0.18362282878411915
NJ,OH (1),17.865898,1219.1406,797.8594,NJ-OH (1),0.3612791702679344
NM,HA,17.400532,1219.3983,798.6712,NM-HA,1.0
NM,AS,17.403225,1217.9514,790.87897,NM-AS,0.7538461538461539
NM,AS,17.360186,1219.4268,799.4116,NM-AS,0.7538461538461539
NM,AS,17.474182,1218.1874,792.8197,NM-AS,0.7538461538461539
NM,HA,17.329721,1217.7983,786.78894,NM-HA,1.0
NM,AS,17.47047,1219.8834,797.4125,NM-AS,0.7538461538461539
NM,AS,17.361782,1218.9971,793.66437,NM-AS,0.7538461538461539
NM,AS,17.44941,1220.1487,798.6336,NM-AS,0.7538461538461539
NM,AA,17.30832,1217.215,787.83936,NM-AA,0.18362282878411915
NM,HA,17.328865,1218.7339,790.15375,NM-HA,1.0
NM,AS,17.25398,1219.2058,792.891,NM-AS,0.7538461538461539
NJ,AS,17.340908,1216.7753,783.7804,NJ-AS,0.18694096601073348
NM,HA,17.326246,1218.585,793.607,NM-HA,1.0
NM,F9,17.308931,1218.0481,785.9377,NM-F9,1.0
NM,HA,17.287676,1219.6315,794.91486,NM-HA,1.0
NM,AS,17.420841,1216.5363,784.94696,NM-AS,0.7538461538461539
NM,AS,17.383678,1220.581,802.2447,NM-AS,0.7538461538461539
NM,AS,17.341152,1219.2218,797.384,NM-AS,0.7538461538461539
NM,AS,17.262928,1218.2148,788.533,NM-AS,0.7538461538461539
NM,AS,17.376331,1218.4957,788.9337,NM-AS,0.7538461538461539
NM,AS,17.228708,1218.7544,792.03955,NM-AS,0.7538461538461539
NM,HA,17.328108,1218.4556,790.041,NM-HA,1.0
NM,AS,17.305998,1217.5377,786.2387,NM-AS,0.7538461538461539
NM,AS,17.26881,1219.7852,794.1952,NM-AS,0.7538461538461539
NM,AS,17.243324,1218.7277,791.7435,NM-AS,0.7538461538461539
NM,AS,17.249353,1217.9963,788.6095,NM-AS,0.7538461538461539
NM,HA,17.336817,1217.6777,786.6841,NM-HA,1.0
NM,AS,17.416351,1216.8325,785.27234,NM-AS,0.7538461538461539
NM,AS,17.232058,1217.9143,784.8091,NM-AS,0.7538461538461539
NM,AS,17.26212,1218.9315,793.3832,NM-AS,0.7538461538461539
NM,B6,20.69925,1210.2745,781.55444,NM-B6,0.6478632478632479
NM,B6,20.77858,1210.2792,778.1584,NM-B6,0.6478632478632479
NM,B6,20.747017,1210.7164,781.6579,NM-B6,0.6478632478632479
NM,B6,20.792036,1207.2343,768.1704,NM-B6,0.6478632478632479
NM,B6,20.897928,1209.1555,776.4832,NM-B6,0.6478632478632479
NM,B6,20.901196,1208.4407,774.53314,NM-B6,0.6478632478632479
NM,B6,20.657711,1210.2028,780.91736,NM-B6,0.6478632478632479
NM,B6,20.697552,1208.8696,775.8659,NM-B6,0.6478632478632479
NM,B6,20.785849,1209.8577,775.63434,NM-B6,0.6478632478632479
NM,B6,20.734652,1209.4948,775.6314,NM-B6,0.6478632478632479
NM,B6,20.772602,1209.7411,780.53955,NM-B6,0.6478632478632479
NM,B6,20.67501,1209.6874,781.2098,NM-B6,0.6478632478632479
NM,B6,20.894066,1210.5626,780.79456,NM-B6,0.6478632478632479
NM,9E,20.685743,1209.0425,776.639,NM-9E,1.0
NM,B6,20.695793,1209.5598,779.6877,NM-B6,0.6478632478632479
NM,B6,20.737873,1209.6686,777.255,NM-B6,0.6478632478632479
NM,B6,20.75702,1209.2197,778.7879,NM-B6,0.6478632478632479
NM,9E,20.72731,1209.5381,776.99866,NM-9E,1.0
NM,B6,20.909016,1209.7646,781.14465,NM-B6,0.6478632478632479
NM,B6,20.779613,1210.0055,778.4838,NM-B6,0.6478632478632479
NM,B6,20.659216,1210.1871,780.47565,NM-B6,0.6478632478632479
NM,B6,20.846891,1207.8435,770.1605,NM-B6,0.6478632478632479
NM,B6,20.810846,1208.5013,774.2212,NM-B6,0.6478632478632479
NM,B6,20.596943,1208.6257,770.8776,NM-B6,0.6478632478632479
NM,B6,20.759079,1209.2498,771.74274,NM-B6,0.6478632478632479
NM,B6,20.573528,1207.8119,770.74097,NM-B6,0.6478632478632479
NM,DH,20.726278,1209.2413,776.6203,NM-DH,1.0
NM,DH,20.698133,1209.5642,775.4948,NM-DH,1.0
NM,B6,20.668434,1209.9297,776.45355,NM-B6,0.6478632478632479
NM,CO,20.122416,1210.4877,775.44055,NM-CO,0.42676501580611176
NM,MQ,20.087225,1210.5121,770.7092,NM-MQ,0.38375108038029393
NM,CO,20.096401,1212.1553,783.7871,NM-CO,0.42676501580611176
NM,AA,19.999176,1210.8639,773.6065,NM-AA,0.18362282878411915
NM,CO,20.110199,1211.8301,779.4608,NM-CO,0.42676501580611176
NM,CO,20.01695,1211.6348,778.6673,NM-CO,0.42676501580611176
NM,AA,19.876024,1210.785,774.09186,NM-AA,0.18362282878411915
NM,CO,20.008732,1211.6235,779.02893,NM-CO,0.42676501580611176
NM,CO,20.104832,1210.9918,774.0807,NM-CO,0.42676501580611176
NM,CO,20.043104,1210.8851,777.3927,NM-CO,0.42676501580611176
NM,CO,20.029505,1211.51,777.8076,NM-CO,0.42676501580611176
NM,CO,20.018614,1211.451,779.117,NM-CO,0.42676501580611176
NM,AA,19.916819,1211.1942,777.3035,NM-AA,0.18362282878411915
NM,CO,19.975634,1211.276,774.39307,NM-CO,0.42676501580611176
NM,CO,20.026497,1210.3264,771.3153,NM-CO,0.42676501580611176
NM,CO,20.05806,1210.6276,776.2811,NM-CO,0.42676501580611176
NM,CO,20.02311,1211.4935,777.17664,NM-CO,0.42676501580611176
NM,CO,20.055923,1210.7753,776.7073,NM-CO,0.42676501580611176
NM,CO,19.939796,1210.0593,772.8905,NM-CO,0.42676501580611176
NM,AA,20.010853,1210.9276,775.41064,NM-AA,0.18362282878411915
NM,CO,20.029362,1210.5559,771.9821,NM-CO,0.42676501580611176
NM,AA,20.06737,1209.0281,765.7724,NM-AA,0.18362282878411915
NM,CO,19.87785,1211.3204,777.5978,NM-CO,0.42676501580611176
NM,CO,19.969343,1210.587,772.57837,NM-CO,0.42676501580611176
NM,CO,20.014769,1210.3455,771.8687,NM-CO,0.42676501580611176
NM,CO,20.073566,1210.4568,776.02246,NM-CO,0.42676501580611176
NM,CO,20.01401,1210.8864,775.82745,NM-CO,0.42676501580611176
NM,AA,19.909754,1210.4733,774.2815,NM-AA,0.18362282878411915
NM,AA,20.055145,1210.7848,774.84735,NM-AA,0.18362282878411915
NM,AA,19.995438,1210.1453,771.3183,NM-AA,0.18362282878411915
NM,CO,20.064112,1211.3094,776.07776,NM-CO,0.42676501580611176
NM,DH,16.497526,1235.9198,883.4389,NM-DH,1.0
NM,DH,16.503143,1237.1208,893.8785,NM-DH,1.0
NM,DH,16.616783,1236.4832,887.2625,NM-DH,1.0
NM,DH,16.402626,1236.2803,888.7539,NM-DH,1.0
NM,DH,16.42582,1236.0931,886.2898,NM-DH,1.0
NM,DH,16.533714,1236.9495,890.58405,NM-DH,1.0
NM,DH,16.396088,1236.9628,889.8822,NM-DH,1.0
NM,DH,16.506897,1236.3535,887.7269,NM-DH,1.0
NM,DH,16.603409,1236.0328,887.12006,NM-DH,1.0
NM,DH,16.386742,1236.1707,885.8867,NM-DH,1.0
NM,DL,16.34253,1236.69,890.9318,NM-DL,0.15454229028889666
NM,DL,16.467522,1237.2814,891.00256,NM-DL,0.15454229028889666
NM,DL,16.35783,1235.5835,885.7971,NM-DL,0.15454229028889666
NM,DL,16.383688,1237.1953,892.669,NM-DL,0.15454229028889666
NM,DL,16.441963,1237.388,892.70374,NM-DL,0.15454229028889666
NM,DL,16.31549,1235.7307,887.5717,NM-DL,0.15454229028889666
NM,DL,16.268736,1235.9723,887.66187,NM-DL,0.15454229028889666
NM,DL,16.394909,1236.6409,891.16583,NM-DL,0.15454229028889666
NM,DL,16.306858,1237.4591,892.13947,NM-DL,0.15454229028889666
NM,DL,16.477783,1236.4352,883.33044,NM-DL,0.15454229028889666
NM,DL,16.497105,1236.4628,890.9659,NM-DL,0.15454229028889666
NM,DL,16.35779,1236.3457,887.7507,NM-DL,0.15454229028889666
NM,DL,16.582304,1238.2955,896.4416,NM-DL,0.15454229028889666
NM,DL,16.434416,1236.3561,888.11194,NM-DL,0.15454229028889666
NM,DL,16.443321,1238.008,897.9454,NM-DL,0.15454229028889666
NM,DL,16.515463,1237.3453,894.7892,NM-DL,0.15454229028889666
NM,DL,16.334597,1237.5883,893.75116,NM-DL,0.15454229028889666
NM,DL,16.32947,1236.475,889.3699,NM-DL,0.15454229028889666
NM,DL,16.337276,1237.6075,896.3917,NM-DL,0.15454229028889666
NM,DL,16.398024,1237.9403,894.73456,NM-DL,0.15454229028889666
NM,DL,16.454674,1236.5782,891.0701,NM-DL,0.15454229028889666
NM,DL,16.337927,1237.0408,890.4604,NM-DL,0.15454229028889666
NM,DL,16.283152,1238.2488,900.1506,NM-DL,0.15454229028889666
NM,DL,16.299932,1236.7892,888.61224,NM-DL,0.15454229028889666
NM,DL,16.376268,1235.5427,883.7251,NM-DL,0.15454229028889666
NM,DL,16.347044,1236.82,890.8355,NM-DL,0.15454229028889666
NM,DL,16.398285,1237.1901,891.7517,NM-DL,0.15454229028889666
NM,DL,16.267147,1236.2592,886.33453,NM-DL,0.15454229028889666
NM,DL,16.406322,1238.885,899.7604,NM-DL,0.15454229028889666
NM,DL,16.533283,1236.7397,888.66797,NM-DL,0.15454229028889666
NM,DL,16.421263,1237.7325,894.8441,NM-DL,0.15454229028889666
NM,DL,16.43913,1237.3298,892.1405,NM-DL,0.15454229028889666
NM,DL,16.25977,1237.3934,893.95276,NM-DL,0.15454229028889666
NM,DL,16.30955,1236.5413,889.2356,NM-DL,0.15454229028889666
NM,EV,18.69483,1223.5035,859.031,NM-EV,0.5192307692307693
NM,HP,18.91091,1223.4235,856.2628,NM-HP,1.0
NM,EV,18.692602,1221.4714,848.68713,NM-EV,0.5192307692307693
NM,EV,18.71708,1221.1571,847.70166,NM-EV,0.5192307692307693
NM,HP,18.883204,1222.8059,855.5616,NM-HP,1.0
NM,EV,18.691828,1220.1713,841.82715,NM-EV,0.5192307692307693
NM,EV,18.950487,1222.5828,853.8606,NM-EV,0.5192307692307693
NM,EV,18.844395,1221.4873,847.2101,NM-EV,0.5192307692307693
NM,EV,18.774677,1222.4126,853.8325,NM-EV,0.5192307692307693
